id,title,url,description,adress,rating,created,updated
,Chembiotek- A TCG Lifesciences enterprise,http://www.chembiotek.com,"R & D; An integrated research services organization, complementing R&D efforts of its pharmaceutical and biotechnology research partners and offering services in chemistry, biology and molecular modeling.",,,NOW(),NOW()
,Chemcel  Biotech Ltd,http://www.chemcelbiotechltd.com,"Manufacture, Marketing; Manufacturing and marketing of pesticide formulation and amino acids.",,,NOW(),NOW()
,Chemtron Science Laboratories Pvt Ltd,http://www.chemtronscience.com,Manufacture; Manufacturing of gas chromatographs.,,,NOW(),NOW()
,Chiltern International,http://www.chiltern.com,"Services like clinical operations, project management, data management, biostatistics, medical writing, quality assurance, regulatory and medical affairs services to the pharmaceutical, biotechnology and medical device industries.",,,NOW(),NOW()
,Choksi Labs Ltd,http://www.choksilab.com/,"Pharmaceutical analysis, Food & Beverages analysis, Water analysis, Construction material analysis, Clinical Research, Consulatancy",,,NOW(),NOW()
,Chr Hansen (India) Pvt Ltd,http://www.chr-hansen.com,Marketing; Supplying of bacterial cultures to different industries. Its main focus is on vegetable rennet and bacteria cultures for cheese and yoghurt.,,,NOW(),NOW()
,Chromous Biotech Pvt. Ltd.,http://www.chromous.com,Molecular Biology and Immunology Research Reagents/ Kits. Product/ Technology Development in areas of Molecular Biology and Immunology. All products/ Technologies developed are commercialized by the     Company directly,,,NOW(),NOW()
,Cippy Bio International,http://www.cippybio.com,"Development of biotechnology  products and for organic farming; auto care products, health care products,. Manufacture, R & D, Marketing; Manufacturing, marketing and export of an array of agro input products such as bio-fertilizers, plant nutrients and bio-pesticides. ",,,NOW(),NOW()
,Citizen Scales (I) Pvt Ltd,http://www.citizenscales.com,Marketing; Supplier of electronic balances and scales to companies including pharmaceutical companies. Development of check weighers and batch weighers to meet industry requirements in production and quality control.,,,NOW(),NOW()
,CL Infotech Pvt. Ltd,http://www.clinf.com,Software Development,,,NOW(),NOW()
,Claris Lifesciences,http://www.clarislifesciences.com,"Manufacture, R & D, Marketing; An international pharmaceutical company, in the business of manufacturing and marketing sterile parenteral preparations, life saving medicines and hospital products, focusing on delivery systems, for treatment of critical illnesses and diseases. The focus is in the area of development of innovative products and New Drug Delivery Systems (NDDS) for the management of critical illnesses. The Claris Research Foundation has initiated its research program in the field of biotechnology with a focus on R&D of monoclonal antibodies and recombinant technology.",,,NOW(),NOW()
,Clean Air Systems,http://www.cleanairequipments.com,"Manufacture,Marketing; Design, manufacture, supply, installation, testing & commissioning and AMC of the products Developing new designs and PLC based biosafety cabinets with remote controller operation.",,,NOW(),NOW()
,Viraj Clean Sea Enterprises Pvt. Ltd,http://www.virajcse.com,Marine repair activities and Marine Environment servicies,,,NOW(),NOW()
,Clearsynth Labs Private Limited,http://www.clearsynth.com,"Offers integrated products and services in Biotechnology, Pharmaceuticals related industries.
Custom Synthesis, Analytical Services, Contract R&D synthesis, Medicinal Chemistry, Product Derivatives.",,,NOW(),NOW()
,Clin Tec (India) International Pvt Ltd,http://www.clintec.com,"R & D; Provides clinical research support services to the pharmaceutical, biotechnology and medical devices industries and assists in their product development efforts.",,,NOW(),NOW()
,"Clinigene International 

",http://www.biocon.com,"R & D; A Clinical Research Organisation that offers global biotechnology and pharmaceutical majors strong clinical trial, regulatory and laboratory capabilities for drug development. CAP (College of American Pathologists) accredited Central Reference Laboratory with clinical specialisations in biochemistry, haematology, histopathology and microbiology.",,,NOW(),NOW()
,Clininvent Research Pvt Ltd,http://www.clininvent.com,"R & D; Clinical trial management, data management pharmacovigilance, medical writing, quality assurance, GCP training etc.",,,NOW(),NOW()
,CliniRx Research,http://www.clinirx.com,R & D; A contract clinical research organization based in India for undertaking clinical trials (Phase I to Phase IV) covering varying areas from site feasibility to data management.,,,NOW(),NOW()
,Clintox Bioservices ,http://www.clintoxbio.com,"Toxicology,Toxicogenomics
Clintox offers preclinical testing services on a contract basis for the pharmaceutical, agrochemical and food companies. providing GLP compliant services in the areas of Toxicology and Toxicogenomics ",,,NOW(),NOW()
,Clonegen Biotechnology,http://www.clonegenbiotech.com/,"Marketing molecular biology-related products, antibodies,Liquid handling products, Molecular Biology Instruments, Chemicals & reagents and providing services to academia and industries. CloneGen Biotechnology also organizes workshops and short courses in biotechnology, molecular biology, and bio-informatics worldwide",,,NOW(),NOW()
,Cogtest Services Pvt Ltd,http://www.cogtest.com,"R & D; To deliver customized solutions to customers drawing from expertise in neuroscience, cognition, clinical trials, training, data-capture and new technologies.",,,NOW(),NOW()
,Comed Chemicals Ltd,http://www.comedchemicals.com,"Manufacture, Marketing; Manufacturing and marketing of various dosage forms of injectables, tablets, capsules, creams, oral suspensions, gel preparations and dry powders.",,,NOW(),NOW()
,Concept Pharmaceuticals Ltd,http://www.conceptpharma.com,"Manufacture, R & D, Marketing; Manufacturing and marketing of pharmaceuticals, animal healthcare products, bulk drugs and herbals. The company also supplies pharmaceutical machinery & medical electronic devices and undertakes turnkey projects. Improvement of production process; development of new products, pharmaceutical formulations, bulk drugs, herbals.",,,NOW(),NOW()
,Concord Biotech Ltd,http://www.concordbiotech.ocm,"Manufacture, R & D, Marketing; Manufacturing of Penicillin-G Amidase immobilized enzyme using it's polymer matrix;  fermentation based products; production of Active Pharmaceutical Ingredients. Products under development include immunosuppressants, mycophenolate, pimecrolimus and rapamycin.",,,NOW(),NOW()
,Concordas Informatics India Pvt Ltd,http://www.concordas.com,"R & D; Offers R&D and commercialization services to the pharmaceutical, biotechnology and medical devices companies.",,,NOW(),NOW()
,Connexios Life Sciences,http://www.connexios.com ,"Connexios Life Sciences is a discovery company that leverages a unique network biology approach to develop novel therapeutics and biomarkers to enable improved management of chronic diseases.  Connexios is also developing microfluidic technologies to perform rapid, multiplexed diagnostic assays. R & D Facilities include a microarray lab, a cell based assay development lab, a mammalian cell culture facility and a distributed computing environment.",,,NOW(),NOW()
,"Coral Clinical Systems
Tulip Group",http://www.tulipgroup.com,Manufacture; Manufacturing of reagents and kits for pathological analysis. Development of colourimetric test for serum.,,,NOW(),NOW()
,Cordlife Ltd,http://www.cordlife.com,"State-of-the-art laboratory with full processing, testing and cryopreservation capabilities.",,,NOW(),NOW()
,Crest Biotech Pvt Ltd,http://www.crestbiotech.com,"Manufacture, R & D, Consultancy Fermentation: alcohol, beer, yeast, L-Lysine, MSG, Vitamin C, levostatin. Analytical & contract research undertaken.",,,NOW(),NOW()
,CRIMS-CHIRON PANACEA,http://http://www.chironpanacea.com/,Focuses on providing pediatric vaccines in India.,,,NOW(),NOW()
,"Cryobanks International, India",http://www.cryobanksindia.com/,"Collection, processing and banking of umbilical cord blood stem cells",,,NOW(),NOW()
,"Curadev Pharma Private Limited
",http://curadev.in,R&D in discovery of novel small molecule therapeutics ,,,NOW(),NOW()
,Customised Technologies,http://www.customisedtechnologies.com,Developing innovative products and services with the highest standards and quality,,,NOW(),NOW()
,CVC Technologies Inc. (India),http://www.cvcindia.com,"Manufacture, Marketing; Manufacturing  and supply of packaging machinery for pharmaceutical industries. Specializes in offering fully integrated counting and filling lines, labelling, application systems & machines for counting, filling and capping various pharmaceutical products.",,,NOW(),NOW()
,CytoGenomics (P) Ltd,http://www.cytogenomic.com,"Contract Research, Laboratory Medicine, Commerical Services, R & D; Provides contract services related to microarray and bioinformatics software solutions.",,,NOW(),NOW()
,D&O CRO,N/A,"Manufacture, R & D; Contract research, custom synthesis and contract manufacturing of the key intermediates for a number of multinationals and generic pharmaceutical companies. The company has provided numerous key intermediates to biotech, biopharmaceutical and pharmaceutical companies especially by organic synthesis.",,,NOW(),NOW()
,Dabur Research Foundation,http://www.daburresearch.in,"R & D; Vaccine development, genomics & proteomics, molecular diagnostics, agro-biotechnology. NCEs & NDDS for cancer treatment, proteomics, genomics ,molecular diagnostics, vaccine development, clinical research.",,,NOW(),NOW()
,DakoCytomation (DSS Imagetech Pvt Ltd),http://www.dssimage.com,"Marketing; Deals in the development and production of antibodies and instruments for the diagnostic industry and specializes in immunocytochemistry, flow cytometry, clinical immunochemistry and microbiology. In India, it has entered into an alliance with DSS Imagetech and Labmate for distributing its flow cytometers.",,,NOW(),NOW()
,Dalmia Center for  Research and Development,"http://www.dalmiaresearch.org



","R & D; Development  several products in the area of agriculture, medicine, harm reduction and FMCG sectors. The products have been licensed out to Dalmia Health Care and Dalmia Consumer Care. HPTLC finger printing of important plants used in Ayurveda and Siddha for drug development; development of new formulations for important diseases like HIV, cancer, erectile dysfunction etc; herbal formulation in the treatment of Hepatitis-C.",,,NOW(),NOW()
,Desigen Diagnostics,http://www.desigendiagnostics.com.,"Manufactur, Marketing; Manufacturing of kits for detection of Bt proteins and other GM traits in plants.",,,NOW(),NOW()
,Dhanvantari Botanicals Pvt Ltd,N/A,"Manufacture, Marketing; Manufacture and export of herbal extracts, botanical extracts and concentrates.",,,NOW(),NOW()
,Dishman Pharmaceuticals,http://www.dishmangroup.com/,"Global outsourcing partner for the pharmaceutical industry offering a portfolio of development, scale-up and manufacturing services",,,NOW(),NOW()
,Doshi Ion Exchange & Chemical Industries (banking site),http://www.dishion.com,"Marketing; Deliver innovative, cost-effective, reliable industrial pure water solutions to customers",,,NOW(),NOW()
,Dow Agro Sciences,http://http://www.dowagro.com,"Marketing; Provides pest management and biotechnology products. The major market segment targetted wit in crop protection and pest management products include corn, cereals, soybeans, cotton, rice fruits and vegetables, horticulture, ornamental range and pasture, forestry.",,,NOW(),NOW()
,Dr. Krshna Life Sciences Ltd,http://www.ayurvedas.com,"The Trust has devoted itself in the field of Ayurveda by undertaking cultivation & preservation of rare medicinal plants, research in Ayurveda, developing treatment for chronic & incurable diseases",,,NOW(),NOW()
,Dr. Lal Pathlabs Pvt Ltd,http://www.lalpathlabs.com,Laboratory Testing,,,NOW(),NOW()
,Dr. Reddy’s Laboratories Ltd,http://www.drreddys.com,"Manufacture, R & D, Marketing; Manufacturing and marketing of  API (Bulk Actives), finished dosages and biologics. Dr. Reddy’s Laboratories institutional capabilities span a range of areas including genomics and proteomics; molecular modeling & drug design; medicinal chemistry; analytical chemistry; pre-clinical biology; pre-clinical safety evaluation; process chemistry and drug development.",,,NOW(),NOW()
,Dr. Surapaneni’s Genomic Solutions Pvt Ltd,http://www.dsgenomics.com,"R&D activities, molecular genetics, genomics, proteomics, microbiology and stem cell research",,,NOW(),NOW()
,DSS Imagetech Pvt. Ltd.,http://www.dssimage.com,"Manufacture, Marketing; Offers technology solutions in genomics, proteomics and molecular diagnostics; high throughput genotyping and gene expression solutions through Illumina.",,,NOW(),NOW()
,Dyna Filters Pvt Ltd,http://www.dynafilters.com,"Manufacture; Manufacturing of pre filter, high capacity pocket type filters, HEPA filters, laminar flow benches.",,,NOW(),NOW()
,E.I.D. Parry (India) Ltd,http://www.eidparry.com,"Development of processes and products to support sugar and bio-products businesses. Manufacture, R & D, Marketing, Consultancy; Development of tissue culture techniques & production of tissue culture plants; development of techniques for production of bio-control agents & development of natural pesticides.",,,NOW(),NOW()
,East India Pharmaceutical Works Ltd,http://www.eastindiapharma.org,"Development of biotechnology-based products and processes, relevant for important areas of microbial technology, healthcare products, plant biotechnology and pollution control. Manufacture,R & D; It has three separate divisions, which are collectively recognized by the Department of Science & Technology, Government of India.The Biotechnology and Molecular Biology division is  engaged in the areas of enzymology, molecular biology,diagnostics and microbial technology.These involve gene manipulation,protein purification and fermentation in liquid as well as solid substrate media and downstream processing.",,,NOW(),NOW()
,Ecron Acunova,http://www.ecronacunova.com,"R & D, Consultancy; Clinical research & Phase II-III trials of recombinant products, monoclonal antibodies etc., Stem cell, molecular diagnostics, viral load assessment.",,,NOW(),NOW()
,Eli Lilly and Company (India) Pvt Ltd,http://www.lillyindia.co.in,"Manufacture, R & D, Marketing; A 100% subsidiary of Eli Lilly and Company, engaged in marketing of biotechnology based therapeutic products besides other molecules. The Indian subsidiary is also engaged in conducting GCP based clinical research in India. The parent company has several early and late stage biotech molecules in the pipeline undergoing clinical trials the worldover. Conducts large scale phase-II and phase-III clinical trials for its new and existing molecules for Indian as well as global registrations. Involved in drug discovery research.",,,NOW(),NOW()
,Emergent Genetics India Ltd,http://www.emergentgenetics.com,"Manufacture,R & D,Marketing; Manufacturing and marketing of hybrid and transgenic seeds. Crop improvement of sorghum, pearlmillet, cotton, corn, rice and vegetables crops.  Incorporation of Bt. gene in elite parental lines of hybrid cotton employing back-cross breeding techniques.",,,NOW(),NOW()
,Emmellen Biotech Pharmaceuticals Ltd,http://www.embio.co.in,"Manufacture,R & D; The Contract Manufacturing Facility is a multi-purpose facility designed for organic synthesis, with 2 manufacturing streams, supported by adequate utilities. Involved in Recombinant enzyme platform for generating chiral alpha hydroxy ketones. There are two manufacturing plants.Plant 1 is used for production of ephedrine HCl and consists of fermentation and synthetic process. Plant 2 is pseudo ephedrine plant.",,,NOW(),NOW()
,Enem Nostrum Remedies Pvt. Ltd.,http://www.enemnostrum.com,"Development of novel and sustained release formulations; Chemical syntheses and discovery of novel drug candidates for neglected tropical diseases, infectious diseases and ",,,NOW(),NOW()
,Enertech India,http://www.enertechindia.com,"Manufacture; Manufacturing of power electronic products in areas of industrial activity like biotech, pharmaceutical, laboratory, research and in the medical fraternity.",,,NOW(),NOW()
,Environmental Protection Research Foundation,NA,"Manufacture, R & D, Marketing,Consultancy; Manufacture, sale and extension services. Development of bio-culture on non-conventional media.",,,NOW(),NOW()
,EnZene Biosciences Pvt. Ltd.,http://www.enzene.com,"DNA manipulation, protein expression, fermentation technology, drug discovery processes, tissue engineering, bio-analytics and immunology",,,NOW(),NOW()
,Eppendorf India Ltd,http://www.eppendorf.com,"Marketing;Supplier of biotools and molecular technologies. It develops, manufactures and distributes systems comprising  instruments, consumables and reagents for use in laboratories worldwide.",,,NOW(),NOW()
,Esco Biotech,http://www.escoglobal.com,"Manufacture; Manufacturing of laminar flow, biohazard safety and other ULPA/ HEPA - filtered cabinets.",,,NOW(),NOW()
,Eucare Pharmaceuticals,http://www.eucareindia.com,"Production of Collagen based dressings in various forms for the management of Burns, Trauma and Chronic Wounds.",,,NOW(),NOW()
,Euphoric Pharmaceuticals Ltd,http://www.euphoricpharma.com,"Manufacture, Marketing; Manufacturiing and marketing of drugs like antibiotics, antitubercular drugs, anthelminitics, antidiarrhoeals, NSAIDS, anxiolytics and nutritional supplements.",,,NOW(),NOW()
,"Evolva Biotech Private Limited
",http://www.evolva.com,"Healthcare, nutrition and personal care space",,,NOW(),NOW()
,Evotec (India) Private Limited,http://www.evotec.com,NA,,,NOW(),NOW()
,Excel Industries Ltd,http://www.excelind.co.in,"R & D; Engaged in production and marketing of biopesticides, soil enricher and bio products. The biotech division of Excel has developed biodynamic products and processes for dealing with environment and biotech problems encompassing municipal solid waste, putrescible wastes from the agriculture, horticulture and aquaculture industries, sewage sludges, industrial waste streams and contamination of soils and waters by hydrocarbons and other organic compounds.",,,NOW(),NOW()
,Excel Matrix Biological  Devices Pvt Ltd,http://www.excellmatrix.com,"R & D; Recombinant vaccines. R & D Cell Culture, tissue engineering, peptides, fermentation.",,,NOW(),NOW()
,Ezra Brothers,NA,Marketing; Marketing of diagnostic kits and health related products.,,,NOW(),NOW()
,Fabtech Technologies International,http://www.fabtecheng.com,"Manufacture, Marketing; Manufacturing of pre-engineered, pre-fabricated modular panels and clean room equipment in India. The focused areas are R&D, latest technology, quality control.",,,NOW(),NOW()
,FDC Ltd,http://www.fdcindia.com,"Manufacture, R & D, Marketing; Generating recombinant strains for production of biopharmaceuticals. Pilot level fermentation on automatic fermenter, purification at pilot level, characterization (Q.C.) of molecule of interest. NDDS, New Drug Development using QSAR technology, designing of recombinant clones with high expression of biopharmaceutical drugs. Cytotoxicity studies using cell lines for pharmaceutical products.",,,NOW(),NOW()
,Fermenta Biotech Ltd,http://www.fermentabiotech.com,Manufacturing and marketing of enzymes and enzymatic processes for application in the pharmaceutical and food industries.Development of immobilised biocatalysts for industrial applications. Synthesis and analysis of therapeutic molecules.,,,NOW(),NOW()
,Fortune Biotech Ltd,http://www.fortunebiotech.com,"R & D; Manufacture and marketing of biopesticides, neem extract and herbal extracts. Has exported to countries like  USA, Italy, Chile and Kenya. Extracting and formulating Azadirachtin (neem extract) which is very effective against more than 300 insect species as an antifeedant, repellent and as an insect growth regulator.",,,NOW(),NOW()
,Frontier Life Sciences Ltd,http://www.fitlindia.com,"R & D, Consultancy; The company is engaged in on-site consultancy services, off shore software development, product development and internet enabled services.",,,NOW(),NOW()
,Future Bioscience,http://www.futurebioscience.net/,"international quality lab disposables, tissue cultureware, chemical reagents, liquid handling systems and equipment ",,,NOW(),NOW()
,G7 Synergon,http://www.g7synergon.in,"Integrated Biopharmaceutical service provider, offering drug discovery research, clinical and consulting solutions. ",,,NOW(),NOW()
,Ganesh Bio-Control System,NA,"Manufacture; Manufacturing of agro bio product viz. Nuclear Polyhedrosis Virus of Helicoverpa armigera & Spodoptera litura. Pheromone Lure of insects viz. H. armigera, S.litura, Erias vitella, P. gossypiella, DBM, rice stem borer, Brinjal shoot, & fruit borer, B. Dorsalis & B.cucurbitae etc. Ensuring the quality & improvement in products conducting various trials of bio efficacy on different crops & insects.",,,NOW(),NOW()
,Ganga Kaveri Seeds Pvt Ltd,http://www.gangakaveri.in,"Manufacture,R & D,Marketing; Development of Bt cotton hybrids. Development of hybrid seeds like corn, millets, sorghum, rice, cotton, safflower, sunflower and vegetable seeds.",,,NOW(),NOW()
,GANGAGEN BIOTECHNOLOGIES PVT. LTD. ,http://www.gangagen.com,"R & D Natural and engineered bacteriophages which can be applied to control bacterial diseases affecting man, animals, plants as well as for environment.",,,NOW(),NOW()
,Garphi Biosciences,NA,"Consultancy, Business Advisory Services , Licensing, Facilitation of Contract R & D",,,NOW(),NOW()
,GE Healthcare Bio-Sciences Ltd (Formerly Amersham Biosciences),"http://www.gelifesciences.com


","Marketing; GE Healthcare Bio-Sciences Ltd. is a world leader in developing systems and solutions for disease research, drug discovery, drug development and drug manufacture.",,,NOW(),NOW()
,Gencrest Pvt Ltd,http://www.gencrest.com,"Development of recombinant vaccines, plant biotech.",,,NOW(),NOW()
,Gene Byte Private Limited,http://www.genebyte.firm.in,"R & D; Customized Solutions to analyze and compare genomes, predict and annotate their gene sequence comparison, recognition of conserved regulatory elements, developing and managing databases and providing SEO (Search Engine Optimization).",,,NOW(),NOW()
,Genecity Laboratories Pvt Ltd,http://www.genelabs.com,"Training; Implement Certificate, Diploma Laboratory Courses on various biotechnology subjects, which focuses on the theory and practical of Biotechnology & Sub-Branches of Biotechnology.",,,NOW(),NOW()
,Gene learning,"NA

","Bioinformatics, Interactive Animated Learning in Molecular Biology",,,NOW(),NOW()
,Genetix Biotech Asia Pvt. Ltd,http://www.genetixbiotech.com,"R & D; Marketing & distribution of consumables used in molecular biology, biotechnology & tissue culture labs. Full fledged lab to test various products for troubleshooting. Developed certain PCR based molecular diagnostic kits for HCV, HIV & tuberculosis. Developed teaching kits (PCR based) for College level education.",,,NOW(),NOW()
,Gennova Biopharmaceuticals Limited,http://www.emcure.co.in,"Biopharmaceuticals Biotherapeutics development, Recombinant based Vaccines, Stem Cell Research",,,NOW(),NOW()
,G-Biosciences,http://www.GBiosciences.com ,"Protein Research, Molecular Biology,  preparation of BioassaysBuffers, Reagents & Chemicals",,,NOW(),NOW()
,Genome Diagnostics Pvt. Ltd.,http://www.genomediagnostics.co.in,"Manufacture, R & D, Marketing; Repackaging & manufacture of: basic molecular biology enzymes & reagents like: Taq DNA polymerase, M-Mulv, pfu, PCR premixes, single tube RT/PCR premixes, basic molecular biology chemicals like EDTA, sod. acetate, dNTP’s, agarose, buffers etc.  Manufacture of molecular diagnostic kits and gel PCR kits after technology transfer from Professional Biotech Pvt. Ltd Development of DNA/RNA extraction kits.",,,NOW(),NOW()
,Genotex International (India) Pvt. Ltd,http://www.genotex.net,Manufacture; Manufacturing of molecular biological enzyme products.,,,NOW(),NOW()
,Genotypic envisions ,http://www.genotypic.co.in,Developing ingenious approaches in biological research,,,NOW(),NOW()
,Genova Biotechnique Pvt Ltd,http://www.genovabiotech.com," Manufacture, R & D; Synthetic and natural product chemistry and biotechnology Natural product chemistry and biotechnology.",,,NOW(),NOW()
,Gentech Diagnostics Pvt Ltd,http://www.gentechin.com,LAB Services and clinical Tests,,,NOW(),NOW()
,Gentek Agro Pvt Ltd,http://www.gentekherbal.com,"Manufacture, R &D; Developed various herbal/botanical/natural ingredients for cosmetics/health care, pharmaceuticals / neutraceuticals and agrochemicals industries. The ingredients are made available in the form of actives, extracts, oils, oleoresins and herbal powders. Contract 
R & D.",,,NOW(),NOW()
,GenxBio Health Sciences Pvt Ltd.,http://www.genxbio.com,Under process for development of Nucleic Acid Purification Kits,,,NOW(),NOW()
,GeoMarine Biotechnologies (P) Ltd,http://www.geomarinebiotech.com,"Consultancy, Training; Research in marine biotechnology, probiotics, aquaculture products, wealth from waste etc. Biotechnology training for students and employees of other companies; production of aquaculture products.",,,NOW(),NOW()
,Gland Pharma Pvt Ltd,http://www.glandpharma.com,"Manufacture, R & D, Marketing . Chemistry and formulation development. R&D is involved in developing generic pharmaceuticals encompassing small molecules, biologics and protein pharmaceuticals for osteoarthritis, anti-coagulants, ophthalmology, gynaecology and anti-cancer segments.",,,NOW(),NOW()
,GlaxoSmithKline Pharmaceuticals Ltd,http://www.gsk-india.com,"Therapeutic areas such as anti-infectives, dermatology, gynaecology, diabetes, oncology, cardiovascular disease and respiratory diseases. ",,,NOW(),NOW()
,Glenmark Pharmaceuticals,http://www.glenmarkpharma.com,"Manufacture,R & D,Marketing; A company having focus on products for dermatology, gynaecology, diabetology, cardiology, internal medicine, ENT, paediatrics and general physicians.",,,NOW(),NOW()
,Glo Tech Organics,http://www.glotechorganics.com,Formulation of Neem and Sea Weed Extracts for crop plants as nutrientsNeem based Value Added Products; Involved in Research and Development activities. Production of innovative research based plant nutrient products. ,,,NOW(),NOW()
,Godavari Fertilisers and Chemicals Ltd,http://www.murugappa.com,"Manufacture, Marketing; This Murugappa Group Company is engaged in manufacturing and marketing of chemical fertilizers and biofertilizers.",,,NOW(),NOW()
,Godrej Agrovet Ltd (Plant Biotech Division) ,http://www.godrejagrovet.com,"Manufacture; Production of banana, sugarcane, potato, coffee, strawberry, medicinal and other plants. Developing cost effective technology for production of tissue cultured plants.",,,NOW(),NOW()
,Gokulam Biotech ,http://www.gokulambiotech.tradeindia.com,"Manufacture, R & D, Marketing; Manufacturing of liquid biofertilizers, biopesticides, biofungicides and biodecomposting cultures, polyfunctional microbes. Concentration of fungal and bacterial toxins and developing quick acting biopesticides, table formulation, and bioherbicides.",,,NOW(),NOW()
,Green Gold Seeds Ltd.,http://www.greengoldseeds.co.in,"Production and marketing of Hybrid Seeds and Varieties, Project based plant breeding research with various aspects, transgenic research, plant tissue culture,  ",,,NOW(),NOW()
,Green Signal Bio Pharma Pvt Ltd,http://www.gsbpl.com," Manufacture of BCG vaccine IP and BCG for immunotherapy PROPOSED UNIT FOR DEVELOPMENT OF MEASLES, MUMPS, RUBELLA, RABIES AND HPV VACCINES    

",,,NOW(),NOW()
,Greenearth Biotechnologies Ltd,http://www.greenearthbiotech.com,"Manufacture, R &D, Marketing, Consultancy; Production of tissue cultured plants and supply to customers in India and abroad. Series of R & D work on new varieties of ornamental plants. Virus and disease free starter cultures of plants (ginger,
pepper, cardamom etc.). Improvement of crops for higher yields and better produce.",,,NOW(),NOW()
,Growmore Biotech,http://www.growmorebiotech.com,Manufacture; Production of tissue cultured plants.,,,NOW(),NOW()
,Gufic Biosciences Ltd,http://www.guficbio.com,"Manufacture, R & D; Commercial tissue culture of medicinal and horticultural plants.",,,NOW(),NOW()
,Gujarat  Akruti - TCG Biotech Limited,http://www.akrutibiotech.com,"creation of a well developed life sciences cluster , promotion of foreign investment and technology transfers",,,NOW(),NOW()
,Gujarat Life Sciences,http://www.glsbiotech.com,"Manufacture,R & D,Marketing,Consultancy; R&D, manufacture, marketing and consultancy in the field of agri biotechnology and environmental biotechnology. New products development, animal cell culture, fermentation and process design.",,,NOW(),NOW()
,Gujarat Narmada Valley Fertilizers Company Ltd,http://www.gnfc.in,"Manufacture, Marketing; Manufacturing and marketing of biofertilizers and bioremediation. Focussed on the treatment of discontinuous effluent from nitrophospate plant and studies on biological denitrification process using microbial culture in collaboration with MS Baroda University.",,,NOW(),NOW()
,"Gujarat Oleo Chem Ltd

Gujarat Agro Industries Corporation Ltd",http://www.gujagro.org,"Manufacture,R & D; Pioneers in India to commercialize the production of bio-diesel being used by the Indian Railways, Haryana State Road Transport Corporation, GSRTC and ONGC at Surat. Biofuels, bio-based fuel additives, bio-degradable lubricants for various uses.",,,NOW(),NOW()
,Gujarat State  Co-operative Marketing Federation Ltd,http://www.gujcomasol.com,"Manufacture,Marketing",,,NOW(),NOW()
,GVK Biosciences Pvt Ltd,http://www.gvkbio.com,"R & D; Bionformatics,clinical research, medicinal chemistry, BA/BE studies,biology, process research, knowledge process outsourcing. Provides scientific consulting and contract research services in the areas of bioinformatics, chemistry, biology, clinical trials, custom synthesis and drug discovery services. Study and analysis of protein-protein interactions, protein regulation. Services provided in the areas of process development, analytical development, quality and IP management. Process scale-up facilities are provided through Kilo lab and manufacturing facilities.",,,NOW(),NOW()
,"Haffkine Bio-Pharmaceuticals

Haffkine Bio-Pharmaceutical Corporation Ltd",http://www.vaccinehaffkine.com/,"Production of a wide range Bacterial and Viral vaccines. Manufacturing of Antiserum against Tetanus, Diphtheria, Gas gangrene, Snake & Scorpian Venoms. ",,,NOW(),NOW()
,Harrisons Malayalam Ltd,http://www.harrisonsmalayalam.com,"Manufacture,R & D,Marketing; Commercial tissue culture of ornamental and other crops Develop improved techniques for micropropagation of exixting plants as well as plant varieties.",,,NOW(),NOW()
,Health Biotech Limited,http://www.healthbiotech.in,"Health Biotech Limited (HBL) is a research and development based pharmaceutical company, producing quality, affordable generic and innovative medicines. 
",,,NOW(),NOW()
,Helix Genomics Pvt Ltd,http://www.bionity.com,"Marketing, Consultancy; Offers contract research and outsourcing services in the area of sequences-structural genomics, drug discovery research, proteomics and macromolecular modeling, bioinformatics platform technologies. Computational biology and genomics, contract research, clinical R&D.",,,NOW(),NOW()
,Hester Pharmaceuticals Ltd,http://www.hesterpharma.co.in,"Manufacture,R & D; Fermentation, tissue culture, chick embryo fibroplast cell culture. Standardisation of large animal vaccines.",,,NOW(),NOW()
,Hi Media Laboratories,http://www.himedialabs.com,"Manufacture, R & D; Manufacturing of products for microbiology, parasitology, immunology, serology and virology.",,,NOW(),NOW()
,Hi Tech Agri Services,http://www.hightechagri.com,"Providers of agriculture services based companies bio pesticides and bio fertilizer formulation, agriculture services and consultancy with expertise in the sphere of plant specific formulations to farmers in India and many other south eastern countries.",,,NOW(),NOW()
,Hi Tech Bio Laboratories,http://www.htblindia.com,"Manufacture, R & D; A contract research organisation providing services in chemical and biotechnological process development.Fermentation technology, organic synthesis, production of nicotine sulphate and solanesol from natural waste, enzyme technology, systemic standardization of Ayurvedic herbs, production of biomass.",,,NOW(),NOW()
,Hindustan Agrigenetics Ltd,http://www.dagrigen.tripod.com,"Manufacture,R & D,Consultancy; A research-based company involved in production of hybrid seeds and tissue culture.  Use of the purest germ plasm to transfer and combine various genetic traits to produce hybrids which combine the best qualities of high yields and disease resistance, production of  highest quality hybrid seeds, using tissue culture techniques for cloning and micropropagation of plants.",,,NOW(),NOW()
,Hindustan Antibiotics Ltd,http://www.hindantibiotics.gov.in,Manufacture; Manufacturing of commercial production of antibiotics and various dosage forms.,,,NOW(),NOW()
,Hindustan Dorr-Oliver Ltd,http://www.hdo.in,"Manufacture,R & D,Marketing,Consultancy; Designing, manufacturing  and marketing of equipment, systems and process for liquid - solid separation and pollution control in sugar, paper, heavy chemicals, refineries, fertilizers, food and pharmaceuticals industries. Research related to waste water treatment, mineral processing.",,,NOW(),NOW()
